id,name,state,user_difined,user_id,create_date,modify_date,status,user_defined
151013,Zangeneh,4920,,,,,1,0
151014,Hamedan,4920,,,,,1,0
151015,Abarkooh,3936,,,,,1,0
151016,Mehrdasht,3936,,,,,1,0
151017,Ahmadabad,3936,,,,,1,0
151018,Aqda,3936,,,,,1,0
151019,Khezrabad,3936,,,,,1,0
151020,Bafgh,3936,,,,,1,0
151021,Bahabad,3936,,,,,1,0
151022,Nir,3936,,,,,1,0
151023,Marvast,3936,,,,,1,0
151024,Harat,3936,,,,,1,0
151025,Mehriz,3936,,,,,1,0
151026,Bafruiyeh,3936,,,,,1,0
151027,Nodoushan,3936,,,,,1,0
151028,Hamidia,3936,,,,,1,0
151029,Zarach,3936,,,,,1,0
151030,Shahedieh,3936,,,,,1,0
151031,Baña A,5089,,,,,1,0
151032,Boqueixón,5089,,,,,1,0
151033,Brión,5089,,,,,1,0
151034,Cabana de Bergantiños,5089,,,,,1,0
151035,Cabanas,5089,,,,,1,0
151036,Capela A,5089,,,,,1,0
151037,Cerceda,5089,,,,,1,0
151038,Coruña A,5089,,,,,1,0
151039,Dodro,5089,,,,,1,0
151040,Frades,5089,,,,,1,0
151041,Laxe,5089,,,,,1,0
151042,Laracha A,5089,,,,,1,0
151043,Malpica de Bergantiños,5089,,,,,1,0
151044,Mañón,5089,,,,,1,0
151045,Melide,5089,,,,,1,0
151046,Muxía,5089,,,,,1,0
151047,Neda,5089,,,,,1,0
151048,Noia,5089,,,,,1,0
151049,Ortigueira,5089,,,,,1,0
151050,Oza dos Ríos,5089,,,,,1,0
151051,Paderne,5089,,,,,1,0
151052,Pino O,5089,,,,,1,0
151053,Pobra do Caramiñal A,5089,,,,,1,0
151054,Ponteceso,5089,,,,,1,0
151055,Pontedeume,5089,,,,,1,0
151056,Pontes de García Rodríguez As,5089,,,,,1,0
151057,Rois,5089,,,,,1,0
151058,San Sadurniño,5089,,,,,1,0
151059,Somozas As,5089,,,,,1,0
151060,Toques,5089,,,,,1,0
151061,Tordoia,5089,,,,,1,0
151062,Val do Dubra,5089,,,,,1,0
151063,Vilarmaior,5089,,,,,1,0
151064,Alfoz,5090,,,,,1,0
151065,Antas de Ulla,5090,,,,,1,0
151066,Baleira,5090,,,,,1,0
151067,Bóveda,5090,,,,,1,0
151068,Carballedo,5090,,,,,1,0
151069,Cervantes,5090,,,,,1,0
151070,Corgo O,5090,,,,,1,0
151071,Cospeito,5090,,,,,1,0
151072,Folgoso do Courel,5090,,,,,1,0
151073,Fonsagrada A,5090,,,,,1,0
151074,Xermade,5090,,,,,1,0
151075,Guntín,5090,,,,,1,0
151076,Incio O,5090,,,,,1,0
151077,Xove,5090,,,,,1,0
151078,Lourenzá,5090,,,,,1,0
151079,Negueira de Muñiz,5090,,,,,1,0
151080,Nogais As,5090,,,,,1,0
151081,Palas de Rei,5090,,,,,1,0
151082,Páramo O,5090,,,,,1,0
151083,Pastoriza A,5090,,,,,1,0
151084,Pedrafita do Cebreiro,5090,,,,,1,0
151085,Pol,5090,,,,,1,0
151086,Pobra do Brollón A,5090,,,,,1,0
151087,Pontenova A,5090,,,,,1,0
151088,Ribas de Sil,5090,,,,,1,0
151089,Ribeira de Piquín,5090,,,,,1,0
151090,Saviñao O,5090,,,,,1,0
151091,Triacastela,5090,,,,,1,0
151092,Valadouro O,5090,,,,,1,0
151093,Vicedo O,5090,,,,,1,0
151094,Burela,5090,,,,,1,0
151095,Arnoia A,5091,,,,,1,0
151096,Barbadás,5091,,,,,1,0
151097,Barco de Valdeorras O,5091,,,,,1,0
151098,Beariz,5091,,,,,1,0
151099,Blancos Os,5091,,,,,1,0
151100,Bola A,5091,,,,,1,0
151101,Bolo O,5091,,,,,1,0
151102,Calvos de Randín,5091,,,,,1,0
151103,Carballeda de Valdeorras,5091,,,,,1,0
151104,Carballiño O,5091,,,,,1,0
151105,Castrelo do Val,5091,,,,,1,0
151106,Cortegada,5091,,,,,1,0
151107,Chandrexa de Queixa,5091,,,,,1,0
151108,Gomesende,5091,,,,,1,0
151109,Gudiña A,5091,,,,,1,0
151110,Irixo O,5091,,,,,1,0
151111,Xunqueira de Ambía,5091,,,,,1,0
151112,Xunqueira de Espadanedo,5091,,,,,1,0
151113,Larouco,5091,,,,,1,0
151114,Leiro,5091,,,,,1,0
151115,Lobeira,5091,,,,,1,0
151116,Merca A,5091,,,,,1,0
151117,Mezquita A,5091,,,,,1,0
151118,Monterrei,5091,,,,,1,0
151119,Paderne de Allariz,5091,,,,,1,0
151120,Parada de Sil,5091,,,,,1,0
151121,Pereiro de Aguiar O,5091,,,,,1,0
151122,Peroxa A,5091,,,,,1,0
151123,Pobra de Trives A,5091,,,,,1,0
151124,Pontedeva,5091,,,,,1,0
151125,Punxín,5091,,,,,1,0
151126,Ramirás,5091,,,,,1,0
151127,San Xoán de Río,5091,,,,,1,0
151128,Rúa A,5091,,,,,1,0
151129,Rubiá,5091,,,,,1,0
151130,San Cibrao das Viñas,5091,,,,,1,0
151131,San Cristovo de Cea,5091,,,,,1,0
151132,Sandiás,5091,,,,,1,0
151133,Teixeira A,5091,,,,,1,0
151134,Veiga A,5091,,,,,1,0
151135,Viana do Bolo,5091,,,,,1,0
151136,Vilamarín,5091,,,,,1,0
151137,Vilamartín de Valdeorras,5091,,,,,1,0
151138,Vilar de Barrio,5091,,,,,1,0
151139,Vilar de Santos,5091,,,,,1,0
151140,Vilardevós,5091,,,,,1,0
151141,Vilariño de Conso,5091,,,,,1,0
151142,Barro,1167,,,,,1,0
151143,Campo Lameiro,1167,,,,,1,0
151144,Cangas,1167,,,,,1,0
151145,Cañiza A,1167,,,,,1,0
151146,Cerdedo,1167,,,,,1,0
151147,Cotobade,1167,,,,,1,0
151148,Crecente,1167,,,,,1,0
151149,Estrada A,1167,,,,,1,0
151150,Forcarei,1167,,,,,1,0
151151,Agolada,1167,,,,,1,0
151152,Grove O,1167,,,,,1,0
151153,Guarda A,1167,,,,,1,0
151154,Lama A,1167,,,,,1,0
151155,Neves As,1167,,,,,1,0
151156,Pazos de Borbén,1167,,,,,1,0
151157,Porriño O,1167,,,,,1,0
151158,Ponte Caldelas,1167,,,,,1,0
151159,Pontecesures,1167,,,,,1,0
151160,Rosal O,1167,,,,,1,0
151161,Salceda de Caselas,1167,,,,,1,0
151162,Salvaterra de Miño,1167,,,,,1,0
151163,Soutomaior,1167,,,,,1,0
151164,Vilaboa,1167,,,,,1,0
151165,Vila de Cruces,1167,,,,,1,0
151166,Illa de Arousa A,1167,,,,,1,0
151167,Albuera La,5092,,,,,1,0
151168,Benquerencia de la Serena,5092,,,,,1,0
151169,Calzadilla de los Barros,5092,,,,,1,0
151170,Carrascalejo El,5092,,,,,1,0
151171,Codosera La,5092,,,,,1,0
151172,Coronada La,5092,,,,,1,0
151173,Fuente del Arco,5092,,,,,1,0
151174,Garrovilla La,5092,,,,,1,0
151175,Haba La,5092,,,,,1,0
151176,Helechosa de los Montes,5092,,,,,1,0
151177,Higuera de Llerena,5092,,,,,1,0
151178,Lapa La,5092,,,,,1,0
151179,Morera La,5092,,,,,1,0
151180,Nava de Santiago La,5092,,,,,1,0
151181,Orellana de la Sierra,5092,,,,,1,0
151182,Parra La,5092,,,,,1,0
151183,Peraleda del Zaucejo,5092,,,,,1,0
151184,Retamal de Llerena,5092,,,,,1,0
151185,Risco,5092,,,,,1,0
151186,Roca de la Sierra La,5092,,,,,1,0
151187,Sancti-Spíritus,1147,,,,,1,0
151188,Santos de Maimona Los,5092,,,,,1,0
151189,Torremejía,5092,,,,,1,0
151190,Zarza-Capilla,5092,,,,,1,0
151191,Zarza La,5092,,,,,1,0
151192,Pueblonuevo del Guadiana,5092,,,,,1,0
151193,Acehúche,1190,,,,,1,0
151194,Aldea del Obispo La,1190,,,,,1,0
151195,Aldehuela de Jerte,1190,,,,,1,0
151196,Belvís de Monroy,1190,,,,,1,0
151197,Berzocana,1190,,,,,1,0
151198,Campo Lugar,1190,,,,,1,0
151199,Cuacos de Yuste,1190,,,,,1,0
151200,Cumbre La,1190,,,,,1,0
151201,Garciaz,1190,,,,,1,0
151202,Garganta La,1190,,,,,1,0
151203,Garrovillas de Alconétar,1190,,,,,1,0
151204,Gordo El,1190,,,,,1,0
151205,Granja La,1190,,,,,1,0
151206,Herreruela,1190,,,,,1,0
151207,Jarilla,1190,,,,,1,0
151208,Membrío,1190,,,,,1,0
151209,Mohedas de Granadilla,1190,,,,,1,0
151210,Monroy,1190,,,,,1,0
151211,Pasarón de la Vera,1190,,,,,1,0
151212,Pesga La,1190,,,,,1,0
151213,Rebollar,1208,,,,,1,0
151214,Santiago de Alcántara,1190,,,,,1,0
151215,Talaveruela de la Vera,1190,,,,,1,0
151216,Torno El,1190,,,,,1,0
151217,Vegaviana,1190,,,,,1,0
151218,Alagón del Río,1190,,,,,1,0
151219,Alegría-Dulantzi,5093,,,,,1,0
151220,Aramaio,5093,,,,,1,0
151221,Artziniega,5093,,,,,1,0
151222,Arrazua-Ubarrundia,5093,,,,,1,0
151223,Asparrena,5093,,,,,1,0
151224,Ayala/Aiara,5093,,,,,1,0
151225,Baños de Ebro/Mañueta,5093,,,,,1,0
151226,Barrundia,5093,,,,,1,0
151227,Bernedo,5093,,,,,1,0
151228,Campezo/Kanpezu,5093,,,,,1,0
151229,Zigoitia,5093,,,,,1,0
151230,Kripan,5093,,,,,1,0
151231,Kuartango,5093,,,,,1,0
151232,Elburgo/Burgelu,5093,,,,,1,0
151233,Elvillar/Bilar,5093,,,,,1,0
151234,Iruraiz-Gauna,5093,,,,,1,0
151235,Labastida/Bastida,5093,,,,,1,0
151236,Lanciego/Lantziego,5093,,,,,1,0
151237,Laudio/Llodio,5093,,,,,1,0
151238,Arraia-Maeztu,5093,,,,,1,0
151239,Moreda de Álava/Moreda Araba,5093,,,,,1,0
151240,Okondo,5093,,,,,1,0
151241,Oyón-Oion,5093,,,,,1,0
151242,Peñacerrada-Urizaharra,5093,,,,,1,0
151243,Erriberagoitia/Ribera Alta,5093,,,,,1,0
151244,Ribera Baja/Erribera Beitia,5093,,,,,1,0
151245,Añana,5093,,,,,1,0
151246,Salvatierra/Agurain,5093,,,,,1,0
151247,San Millán/Donemiliaga,5093,,,,,1,0
151248,Urkabustaiz,5093,,,,,1,0
151249,Valdegovía/Gaubea,5093,,,,,1,0
151250,Harana/Valle de Arana,5093,,,,,1,0
151251,Villabuena de Álava/Eskuernaga,5093,,,,,1,0
151252,Legutio,5093,,,,,1,0
151253,Vitoria-Gasteiz,5093,,,,,1,0
151254,Yécora/Iekora,5093,,,,,1,0
151255,Zalduondo,5093,,,,,1,0
151256,Zuia,5093,,,,,1,0
151257,Iruña Oka/Iruña de Oca,5093,,,,,1,0
151258,Lantarón,5093,,,,,1,0
151259,Abadiño,5094,,,,,1,0
151260,Abanto y Ciérvana-Abanto Zierbena,5094,,,,,1,0
151261,Amorebieta-Etxano,5094,,,,,1,0
151262,Arakaldo,5094,,,,,1,0
151263,Arantzazu,5094,,,,,1,0
151264,Munitibar-Arbatzegi Gerrikaitz,5094,,,,,1,0
151265,Artzentales,5094,,,,,1,0
151266,Arrankudiaga,5094,,,,,1,0
151267,Arrieta,5094,,,,,1,0
151268,Barrika,5094,,,,,1,0
151269,Busturia,5094,,,,,1,0
151270,Karrantza Harana/Valle de Carranza,5094,,,,,1,0
151271,Artea,5094,,,,,1,0
151272,Zeberio,5094,,,,,1,0
151273,Dima,5094,,,,,1,0
151274,Etxebarri,5094,,,,,1,0
151275,Etxebarria,5094,,,,,1,0
151276,Elantxobe,5094,,,,,1,0
151277,Ereño,5094,,,,,1,0
151278,Fruiz,5094,,,,,1,0
151279,Galdames,5094,,,,,1,0
151280,Gamiz-Fika,5094,,,,,1,0
151281,Garai,5094,,,,,1,0
151282,Gautegiz Arteaga,5094,,,,,1,0
151283,Gordexola,5094,,,,,1,0
151284,Gorliz,5094,,,,,1,0
151285,Gizaburuaga,5094,,,,,1,0
151286,Ispaster,5094,,,,,1,0
151287,Larrabetzu,5094,,,,,1,0
151288,Laukiz,5094,,,,,1,0
151289,Lemoa,5094,,,,,1,0
151290,Lemoiz,5094,,,,,1,0
151291,Mallabia,5094,,,,,1,0
151292,Maruri-Jatabe,5094,,,,,1,0
151293,Mendata,5094,,,,,1,0
151294,Meñaka,5094,,,,,1,0
151295,Ugao-Miraballes,5094,,,,,1,0
151296,Morga,5094,,,,,1,0
151297,Muxika,5094,,,,,1,0
151298,Muskiz,5094,,,,,1,0
151299,Otxandio,5094,,,,,1,0
151300,Urduña/Orduña,5094,,,,,1,0
151301,Orozko,5094,,,,,1,0
151302,Sukarrieta,5094,,,,,1,0
151303,Valle de Trápaga-Trapagaran,5094,,,,,1,0
151304,Sopelana,5094,,,,,1,0
151305,Trucios-Turtzioz,5094,,,,,1,0
151306,Ubide,5094,,,,,1,0
151307,Urduliz,5094,,,,,1,0
151308,Balmaseda,5094,,,,,1,0
151309,Atxondo,5094,,,,,1,0
151310,Bedia,5094,,,,,1,0
151311,Areatza,5094,,,,,1,0
151312,Igorre,5094,,,,,1,0
151313,Loiu,5094,,,,,1,0
151314,Kortezubi,5094,,,,,1,0
151315,Murueta,5094,,,,,1,0
151316,Nabarniz,5094,,,,,1,0
151317,Iurreta,5094,,,,,1,0
151318,Ajangiz,5094,,,,,1,0
151319,Arratzu,5094,,,,,1,0
151320,Ziortza-Bolibar,5094,,,,,1,0
151321,Abaltzisketa,1191,,,,,1,0
151322,Alegia,1191,,,,,1,0
151323,Altzo,1191,,,,,1,0
151324,Belauntza,1191,,,,,1,0
151325,Berastegi,1191,,,,,1,0
151326,Bidegoian,1191,,,,,1,0
151327,Zerain,1191,,,,,1,0
151328,Elduain,1191,,,,,1,0
151329,Elgeta,1191,,,,,1,0
151330,Ezkio-Itsaso,1191,,,,,1,0
151331,Gaintza,1191,,,,,1,0
151332,Gabiria,1191,,,,,1,0
151333,Ibarra,1191,,,,,1,0
151334,Ikaztegieta,1191,,,,,1,0
151335,Itsasondo,1191,,,,,1,0
151336,Lazkao,1191,,,,,1,0
151337,Legazpi,1191,,,,,1,0
151338,Arrasate/Mondragón,1191,,,,,1,0
151339,Oiartzun,1191,,,,,1,0
151340,Soraluze/Placencia de las Armas,1191,,,,,1,0
151341,Errezil,1191,,,,,1,0
151342,Donostia-San Sebastián,1191,,,,,1,0
151343,Urretxu,1191,,,,,1,0
151344,Zaldibia,1191,,,,,1,0
151345,Lasarte-Oria,1191,,,,,1,0
151346,Altzaga,1191,,,,,1,0
151347,Alboloduy,5095,,,,,1,0
151348,Bacares,5095,,,,,1,0
151349,Felix,5095,,,,,1,0
151350,Gallardos Los,5095,,,,,1,0
151351,Líjar,5095,,,,,1,0
151352,Nacimiento,5095,,,,,1,0
151353,Pechina,5095,,,,,1,0
151354,Santa Cruz de Marchena,5095,,,,,1,0
151355,Senés,5095,,,,,1,0
151356,Taberno,5095,,,,,1,0
151357,Vélez-Rubio,5095,,,,,1,0
151358,Tres Villas Las,5095,,,,,1,0
151359,Ejido El,5095,,,,,1,0
151360,Mojonera La,5095,,,,,1,0
151361,Barrios Los,5096,,,,,1,0
151362,Bosque El,5096,,,,,1,0
151363,Gastor El,5096,,,,,1,0
151364,Línea de la Concepción La,5096,,,,,1,0
151365,Medina-Sidonia,5096,,,,,1,0
151366,Puerto de Santa María El,5096,,,,,1,0
151367,Aguilar de la Frontera,5097,,,,,1,0
151368,Blázquez Los,5097,,,,,1,0
151369,Carlota La,5097,,,,,1,0
151370,Carpio El,5097,,,,,1,0
151371,Granjuela La,5097,,,,,1,0
151372,Guijo El,5097,,,,,1,0
151373,Nueva Carteya,5097,,,,,1,0
151374,Puente Genil,5097,,,,,1,0
151375,Rambla La,5097,,,,,1,0
151376,Valsequillo,5097,,,,,1,0
151377,Victoria La,5097,,,,,1,0
151378,Villanueva del Rey,5097,,,,,1,0
151379,Viso El,5097,,,,,1,0
151380,Benalúa,5098,,,,,1,0
151381,Cacín,5098,,,,,1,0
151382,Cogollos de la Vega,5098,,,,,1,0
151383,Cortes y Graena,5098,,,,,1,0
151384,Cúllar,5098,,,,,1,0
151385,Cúllar Vega,5098,,,,,1,0
151386,Dólar,5098,,,,,1,0
151387,Gorafe,5098,,,,,1,0
151388,Güejar Sierra,5098,,,,,1,0
151389,Huétor de Santillán,5098,,,,,1,0
151390,Huétor Tájar,5098,,,,,1,0
151391,Jete,5098,,,,,1,0
151392,Calahorra La,5098,,,,,1,0
151393,Lecrín,5098,,,,,1,0
151394,Malahá La,5098,,,,,1,0
151395,Peza La,5098,,,,,1,0
151396,Santa Cruz del Comercio,5098,,,,,1,0
151397,Santa Fe,5098,,,,,1,0
151398,Torvizcón,5098,,,,,1,0
151399,Turón,5098,,,,,1,0
151400,Villanueva Mesía,5098,,,,,1,0
151401,Zubia La,5098,,,,,1,0
151402,Taha La,5098,,,,,1,0
151403,Valle El,5098,,,,,1,0
151404,Nevada,5098,,,,,1,0
151405,Alpujarra de la Sierra,5098,,,,,1,0
151406,Gabias Las,5098,,,,,1,0
151407,Guajares Los,5098,,,,,1,0
151408,Valle del Zalabí,5098,,,,,1,0
151409,Villamena,5098,,,,,1,0
151410,Morelábor,5098,,,,,1,0
151411,Pinar El,5098,,,,,1,0
151412,Vegas del Genil,5098,,,,,1,0
151413,Almendro El,5099,,,,,1,0
151414,Almonaster la Real,5099,,,,,1,0
151415,Campillo El,5099,,,,,1,0
151416,Campofrío,5099,,,,,1,0
151417,Castaño del Robledo,5099,,,,,1,0
151418,Cerro de Andévalo El,5099,,,,,1,0
151419,Cortegana,5099,,,,,1,0
151420,Cumbres de Enmedio,5099,,,,,1,0
151421,Cumbres de San Bartolomé,5099,,,,,1,0
151422,Granada de Río-Tinto La,5099,,,,,1,0
151423,Granado El,5099,,,,,1,0
151424,Marines Los,5099,,,,,1,0
151425,Minas de Riotinto,5099,,,,,1,0
151426,Nava La,5099,,,,,1,0
151427,Palma del Condado La,5099,,,,,1,0
151428,Puerto Moral,5099,,,,,1,0
151429,Rociana del Condado,5099,,,,,1,0
151430,Albanchez de Mágina,5100,,,,,1,0
151431,Carolina La,5100,,,,,1,0
151432,Castellar,5100,,,,,1,0
151433,Guardia de Jaén La,5100,,,,,1,0
151434,Lahiguera,5100,,,,,1,0
151435,Hornos,5100,,,,,1,0
151436,Iruela La,5100,,,,,1,0
151437,Puerta de Segura La,5100,,,,,1,0
151438,Torres de Albánchez,5100,,,,,1,0
151439,Villares Los,5100,,,,,1,0
151440,Villarrodrigo,5100,,,,,1,0
151441,Cárcheles,5100,,,,,1,0
151442,Bedmar y Garcíez,5100,,,,,1,0
151443,Villatorres,5100,,,,,1,0
151444,Santiago-Pontones,5100,,,,,1,0
151445,Benadalid,5101,,,,,1,0
151446,Borge El,5101,,,,,1,0
151447,Burgo El,5101,,,,,1,0
151448,Macharaviaya,5101,,,,,1,0
151449,Valle de Abdalajís,5101,,,,,1,0
151450,Villanueva de la Concepción,5101,,,,,1,0
151451,Algaba La,1193,,,,,1,0
151452,Arahal,1193,,,,,1,0
151453,Cabezas de San Juan Las,1193,,,,,1,0
151454,Campana La,1193,,,,,1,0
151455,Castillo de las Guardas El,1193,,,,,1,0
151456,Coronil El,1193,,,,,1,0
151457,Corrales Los,1193,,,,,1,0
151458,Garrobo El,1193,,,,,1,0
151459,Huévar del Aljarafe,1193,,,,,1,0
151460,Lantejuela La,1193,,,,,1,0
151461,Luisiana La,1193,,,,,1,0
151462,Madroño El,1193,,,,,1,0
151463,Molares Los,1193,,,,,1,0
151464,Navas de la Concepción Las,1193,,,,,1,0
151465,Palacios y Villafranca Los,1193,,,,,1,0
151466,Pedroso El,1193,,,,,1,0
151467,Puebla de Cazalla La,1193,,,,,1,0
151468,Puebla de los Infantes La,1193,,,,,1,0
151469,Puebla del Río La,1193,,,,,1,0
151470,Real de la Jara El,1193,,,,,1,0
151471,Rinconada La,1193,,,,,1,0
151472,Roda de Andalucía La,1193,,,,,1,0
151473,Ronquillo El,1193,,,,,1,0
151474,Rubio El,1193,,,,,1,0
151475,Saucejo El,1193,,,,,1,0
151476,Viso del Alcor El,1193,,,,,1,0
151477,Isla Mayor,1193,,,,,1,0
151478,Cuervo de Sevilla El,1193,,,,,1,0
151479,Ametlla del Vallès L,5102,,,,,1,0
151480,Argençola,5102,,,,,1,0
151481,Avià,5102,,,,,1,0
151482,Avinyonet del Penedès,5102,,,,,1,0
151483,Balenyà,5102,,,,,1,0
151484,Borredà,5102,,,,,1,0
151485,Bruc El,5102,,,,,1,0
151486,Brull El,5102,,,,,1,0
151487,Cabanyes Les,5102,,,,,1,0
151488,Cabrera dAnoia,5102,,,,,1,0
151489,Caldes dEstrac,5102,,,,,1,0
151490,Calders,5102,,,,,1,0
151491,Calonge de Segarra,5102,,,,,1,0
151492,Calldetenes,5102,,,,,1,0
151493,Callús,5102,,,,,1,0
151494,Capolat,5102,,,,,1,0
151495,Carme,5102,,,,,1,0
151496,Casserres,5102,,,,,1,0
151497,Castellar del Riu,5102,,,,,1,0
151498,Castellar de nHug,5102,,,,,1,0
151499,Castellbell i el Vilar,5102,,,,,1,0
151500,Castell de lAreny,5102,,,,,1,0
151501,Castellet i la Gornal,5102,,,,,1,0
151502,Castellfollit del Boix,5102,,,,,1,0
151503,Castellgalí,5102,,,,,1,0
151504,Castellnou de Bages,5102,,,,,1,0
151505,Castellterçol,5102,,,,,1,0
151506,Castellví de la Marca,5102,,,,,1,0
151507,Copons,5102,,,,,1,0
151508,Espunyola L,5102,,,,,1,0
151509,Estany L,5102,,,,,1,0
151510,Fígols,5102,,,,,1,0
151511,Fogars de Montclús,5102,,,,,1,0
151512,Fogars de la Selva,5102,,,,,1,0
151513,Folgueroles,5102,,,,,1,0
151514,Font-rubí,5102,,,,,1,0
151515,Franqueses del Vallès Les,5102,,,,,1,0
151516,Garriga La,5102,,,,,1,0
151517,Gaià,5102,,,,,1,0
151518,Gisclareny,5102,,,,,1,0
151519,Granada La,5102,,,,,1,0
151520,Gualba,5102,,,,,1,0
151521,Guardiola de Berguedà,5102,,,,,1,0
151522,Hospitalet de Llobregat L,5102,,,,,1,0
151523,Llacuna La,5102,,,,,1,0
151524,Llagosta La,5102,,,,,1,0
151525,Lliçà dAmunt,5102,,,,,1,0
151526,Lliçà de Vall,5102,,,,,1,0
151527,Lluçà,5102,,,,,1,0
151528,Malla,5102,,,,,1,0
151529,Martorelles,5102,,,,,1,0
151530,Masies de Roda Les,5102,,,,,1,0
151531,Masies de Voltregà Les,5102,,,,,1,0
151532,Masnou El,5102,,,,,1,0
151533,Monistrol de Calders,5102,,,,,1,0
151534,Muntanyola,5102,,,,,1,0
151535,Montclar,5102,,,,,1,0
151536,Montesquiu,5102,,,,,1,0
151537,Montmajor,5102,,,,,1,0
151538,Montmaneu,5102,,,,,1,0
151539,Figaró-Montmany,5102,,,,,1,0
151540,Montseny,5102,,,,,1,0
151541,Nou de Berguedà La,5102,,,,,1,0
151542,Olvan,5102,,,,,1,0
151543,Olèrdola,5102,,,,,1,0
151544,Pacs del Penedès,5102,,,,,1,0
151545,Palafolls,5102,,,,,1,0
151546,Palau-solità i Plegamans,5102,,,,,1,0
151547,Papiol El,5102,,,,,1,0
151548,Perafita,5102,,,,,1,0
151549,Hostalets de Pierola Els,5102,,,,,1,0
151550,Pla del Penedès El,5102,,,,,1,0
151551,Pobla de Claramunt La,5102,,,,,1,0
151552,Pobla de Lillet La,5102,,,,,1,0
151553,Pontons,5102,,,,,1,0
151554,Prat de Llobregat El,5102,,,,,1,0
151555,Prats de Rei Els,5102,,,,,1,0
151556,Prats de Lluçanès,5102,,,,,1,0
151557,Puigdàlber,5102,,,,,1,0
151558,Puig-reig,5102,,,,,1,0
151559,Quar La,5102,,,,,1,0
151560,Rellinars,5102,,,,,1,0
151561,Roca del Vallès La,5102,,,,,1,0
151562,Pont de Vilomara i Rocafort El,5102,,,,,1,0
151563,Roda de Ter,5102,,,,,1,0
151564,Rubió,5102,,,,,1,0
151565,Sant Pere Sallavinera,5102,,,,,1,0
151566,Saldes,5102,,,,,1,0
151567,Santpedor,5102,,,,,1,0
151568,Sant Iscle de Vallalta,5102,,,,,1,0
151569,Sant Agustí de Lluçanès,5102,,,,,1,0
151570,Sant Antoni de Vilamajor,5102,,,,,1,0
151571,Sant Bartomeu del Grau,5102,,,,,1,0
151572,Sant Boi de Lluçanès,5102,,,,,1,0
151573,Sant Cebrià de Vallalta,5102,,,,,1,0
151574,Sant Climent de Llobregat,5102,,,,,1,0
151575,Sant Cugat Sesgarrigues,5102,,,,,1,0
151576,Sant Esteve de Palautordera,5102,,,,,1,0
151577,Sant Esteve Sesrovires,5102,,,,,1,0
151578,Sant Fost de Campsentelles,5102,,,,,1,0
151579,Sant Feliu de Codines,5102,,,,,1,0
151580,Sant Feliu Sasserra,5102,,,,,1,0
151581,Sant Fruitós de Bages,5102,,,,,1,0
151582,Vilassar de Dalt,5102,,,,,1,0
151583,Sant Hipòlit de Voltregà,5102,,,,,1,0
151584,Sant Jaume de Frontanyà,5102,,,,,1,0
151585,Sant Julià de Vilatorta,5102,,,,,1,0
151586,Sant Llorenç dHortons,5102,,,,,1,0
151587,Sant Llorenç Savall,5102,,,,,1,0
151588,Sant Martí dAlbars,5102,,,,,1,0
151589,Sant Martí Sesgueioles,5102,,,,,1,0
151590,Sant Mateu de Bages,5102,,,,,1,0
151591,Premià de Dalt,5102,,,,,1,0
151592,Sant Pere de Torelló,5102,,,,,1,0
151593,Sant Pere de Vilamajor,5102,,,,,1,0
151594,Sant Quintí de Mediona,5102,,,,,1,0
151595,Sant Quirze de Besora,5102,,,,,1,0
151596,Sant Quirze Safaja,5102,,,,,1,0
151597,Sant Sadurní dAnoia,5102,,,,,1,0
151598,Sant Sadurní dOsormort,5102,,,,,1,0
151599,Marganell,5102,,,,,1,0
151600,Santa Eulàlia de Riuprimer,5102,,,,,1,0
151601,Santa Fe del Penedès,5102,,,,,1,0
151602,Santa Margarida de Montbui,5102,,,,,1,0
151603,Santa Margarida i els Monjos,5102,,,,,1,0
151604,Santa Maria de Besora,5102,,,,,1,0
151605,Santa Maria de Merlès,5102,,,,,1,0
151606,Santa Maria de Martorelles,5102,,,,,1,0
151607,Santa Maria de Miralles,5102,,,,,1,0
151608,Santa Maria dOló,5102,,,,,1,0
151609,Sant Vicenç de Torelló,5102,,,,,1,0
151610,Cercs,5102,,,,,1,0
151611,Sobremunt,5102,,,,,1,0
151612,Sora,5102,,,,,1,0
151613,Tavèrnoles,5102,,,,,1,0
151614,Torre de Claramunt La,5102,,,,,1,0
151615,Torrelavit,5102,,,,,1,0
151616,Torrelles de Foix,5102,,,,,1,0
151617,Vacarisses,5102,,,,,1,0
151618,Vallbona dAnoia,5102,,,,,1,0
151619,Vallcebre,5102,,,,,1,0
151620,Vallromanes,5102,,,,,1,0
151621,Veciana,5102,,,,,1,0
151622,Vilada,5102,,,,,1,0
151623,Viladecavalls,5102,,,,,1,0
151624,Vilobí del Penedès,5102,,,,,1,0
151625,Vilalba Sasserra,5102,,,,,1,0
151626,Viver i Serrateix,5102,,,,,1,0
151627,Rupit i Pruit,5102,,,,,1,0
151628,Vilanova del Vallès,5102,,,,,1,0
151629,Badia del Vallès,5102,,,,,1,0
151630,Palma de Cervelló La,5102,,,,,1,0
151631,Albanyà,5103,,,,,1,0
151632,Far dEmpordà El,5103,,,,,1,0
151633,Alp,5103,,,,,1,0
151634,Amer,5103,,,,,1,0
151635,Armentera L,5103,,,,,1,0
151636,Avinyonet de Puigventós,5103,,,,,1,0
151637,Vajol La,5103,,,,,1,0
151638,Bellcaire dEmpordà,5103,,,,,1,0
151639,Bisbal dEmpordà La,5103,,,,,1,0
151640,Brunyola,5103,,,,,1,0
