id,experience,company,rating,review,doc,link,added_by,status,approved,expiry,show_review,is_deleted,show_home,create_date,modify_date
327,3690,39072,4,He was Mastermind and handled the team very smoothly,"[\""uploads\/document\/fd6b91ef16cfbcfe0b2903fa6d3a0bad579fe3df462ae289feab4b8af2dc3fe5.pdf\""]",,1,1,1,2026-04-05 13:14:56,0,0,0,2026-04-02 13:14:56,2026-04-02 13:14:56
328,3690,38860,4,You are very talented and will be remembered forever,[],,1,1,1,2026-04-05 13:16:07,0,0,0,2026-04-02 13:16:07,2026-04-02 13:16:07
329,3833,19,3,25,[],,1,1,1,2026-04-05 13:18:04,0,0,0,2026-04-02 13:18:04,2026-04-02 13:18:04
330,3877,38860,4,Good employee,[],,1,1,1,2026-04-05 13:21:21,0,0,0,2026-04-02 13:21:21,2026-04-02 13:21:21
331,3859,39072,4,hjvg,[],,1,1,1,2026-04-05 13:31:07,0,0,0,2026-04-02 13:31:07,2026-04-02 13:32:50
332,3859,38860,4,ctfu  c ,[],,1,1,1,2026-04-05 13:34:04,0,0,0,2026-04-02 13:34:04,2026-04-02 13:34:04
333,4439,39001,5,we fear,[],,1,1,1,2026-04-05 13:38:27,0,0,0,2026-04-02 13:38:27,2026-04-02 13:38:27
334,3882,39001,5,whfjewhf,[],,1,1,1,2026-04-05 14:28:10,0,0,0,2026-04-02 14:28:10,2026-04-02 14:28:10
335,3826,39256,5,test,[],,1,1,1,2026-04-05 15:09:54,0,0,0,2026-04-02 15:09:54,2026-04-02 15:09:54
336,3880,38941,0,Testing 1,,,0,1,1,2026-04-05 15:31:18,0,0,0,2026-04-02 15:31:18,2026-04-02 16:01:52
337,3867,39256,4,this isn only for testing,[],,1,1,1,2026-04-05 15:49:30,0,0,0,2026-04-02 15:49:30,2026-04-02 15:49:30
338,3880,38941,0,New,,,0,1,1,2026-04-05 16:05:02,0,0,0,2026-04-02 16:05:02,2026-04-02 16:05:02
339,3880,38941,0,uyfigcguciyiuguuil,,,0,1,1,2026-04-05 18:05:45,0,0,0,2026-04-02 18:05:45,2026-04-02 18:05:45
340,3819,38941,5,this review for flutter developer,,,0,1,1,2026-04-24 11:28:13,0,0,0,2026-04-21 11:28:13,2026-04-21 11:28:13
341,3874,39013,3,he is a good employee ,[],,1,1,1,2026-04-07 12:22:23,0,0,0,2026-04-04 12:22:23,2026-04-04 12:22:23
342,3741,20288,4,sgdhdh,,,0,1,0,,,0,0,2026-04-06 10:20:10,2026-04-06 10:20:10
343,3570,13,0,sfs,,,0,1,0,,,0,0,2026-04-06 11:53:21,2026-04-06 11:53:21
344,3570,13,0,gfs,,,0,1,0,,,0,0,2026-04-06 12:00:23,2026-04-06 12:00:23
345,3570,13,0,g,,,0,1,0,,,0,0,2026-04-06 12:01:52,2026-04-06 12:01:52
346,3704,39072,4,Test,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",www.collarcheck.com,1,1,1,2026-04-09 17:15:21,0,0,0,2026-04-06 17:15:21,2026-04-06 17:15:21
347,4441,38941,0,test review,,,0,1,1,2026-04-18 17:13:43,0,0,0,2026-04-15 17:13:43,2026-04-15 17:13:43
348,3819,38941,4,sharing image for testing,"[\""uploads\/document\/91fd438173e0bbb9f76dc1cccd884eaa2f7a7b14a54f57c90f256ee59a4002c3.pdf\""]",,0,1,1,2026-04-14 15:57:50,0,0,0,2026-04-11 15:57:50,2026-04-11 15:57:50
349,4500,39314,3,goodbye note,[],,1,1,1,2026-04-11 16:30:26,0,0,0,2026-04-08 16:30:26,2026-04-08 16:30:26
350,3752,39314,4,very professional and smart worker,[],,1,1,1,2026-04-11 19:04:08,0,0,0,2026-04-08 19:04:08,2026-04-08 19:04:08
351,3836,39314,5,fabulous ,[],,1,1,1,2026-04-12 12:30:10,0,0,0,2026-04-09 12:30:10,2026-04-09 12:30:10
352,3841,39314,3,good good,[],,1,1,1,2026-04-12 12:46:46,0,0,0,2026-04-09 12:46:46,2026-04-09 12:46:46
353,3704,39072,2,gf  srt,"[\""uploads\/document\/bd5d2ed25c8a985d3dfa4cbdc7cad319ab33090a4a526b5db07979bee90cdb2c.png\""]",,0,1,1,2026-04-25 12:00:11,0,0,0,2026-04-22 12:00:11,2026-04-22 12:00:11
354,3695,39072,0,"If you want, I can also show you:\r\n\r\n✅ Visual diagram of trust calculation\r\n✅ Cleaner refactored version (senior-level refactor)\r\n✅ TypeScript typed version\r\n✅ Performance-optimized version\r\n\r\nJust tell me 👍.\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.\r\n\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.",,,0,1,1,2026-04-13 11:32:25,0,0,0,2026-04-10 11:32:25,2026-04-10 12:19:39
358,3695,39072,0,"If you want, I can also show you:\r\n\r\n✅ Visual diagram of trust calculation\r\n✅ Cleaner refactored version (senior-level refactor)\r\n✅ TypeScript typed version\r\n✅ Performance-optimized version\r\n\r\nJust tell me 👍.\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.\r\n\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Just tell me 👍.\r\n\r\nIf you want, I can also show you: ✅ Visual diagram of trust calculation ✅ Cleaner refactored version (senior-level refactor) ✅ TypeScript typed version ✅ Performance-optimized version Jus",,,0,1,0,,,0,0,2026-04-10 12:10:16,2026-04-10 12:14:50
359,637,2,0,,,,1,1,1,2026-04-13 12:10:30,0,0,0,2026-04-10 12:10:30,2026-04-10 12:10:30
360,637,2,0,Review for testing,,,1,1,1,2026-04-13 12:11:38,0,0,0,2026-04-10 12:11:38,2026-04-10 12:11:38
361,637,2,0,Review for testing 325,,,0,1,0,,,0,0,2026-04-10 12:15:56,2026-04-10 12:15:56
362,637,2,0,Review for testing 325,,,0,1,0,,,0,0,2026-04-10 12:17:56,2026-04-10 12:17:56
363,637,2,0,,,,0,1,0,,,0,0,2026-04-10 12:18:27,2026-04-20 11:06:39
364,3695,39072,0,,,,0,1,1,2026-04-13 12:36:07,0,0,0,2026-04-10 12:36:07,2026-04-10 12:36:07
365,3695,39072,0,Testing,,,0,1,1,2026-04-13 15:19:07,0,0,0,2026-04-10 15:19:07,2026-04-10 15:30:50
366,3695,39072,0,ssfsfs,,,0,1,1,2026-04-13 12:37:15,0,0,0,2026-04-10 12:37:15,2026-04-10 12:37:15
371,3867,39256,5,fgeswrgw3rtgw,[],,1,1,1,2026-04-13 12:59:52,0,0,0,2026-04-10 12:59:52,2026-04-10 12:59:52
372,3814,39256,0,Review for testing history 2,,,1,1,1,2026-04-13 13:03:31,0,0,0,2026-04-10 13:03:31,2026-04-10 13:12:29
374,3695,39072,0,Testing 2,,,1,1,1,2026-04-13 15:31:39,0,0,0,2026-04-10 15:31:39,2026-04-10 15:31:39
375,3695,39072,0,Testing 3,,,0,1,0,,,0,0,2026-04-10 15:32:44,2026-04-10 15:32:44
376,3695,39072,0,New Yash,,,0,1,1,2026-04-13 16:00:44,0,0,0,2026-04-10 16:00:44,2026-04-10 16:00:44
377,3695,39072,0,fsfsfs,,,0,1,1,2026-04-13 17:06:43,0,0,0,2026-04-10 17:06:43,2026-04-11 11:00:34
378,3695,39072,0,,,,0,1,0,,,0,0,2026-04-10 17:07:31,2026-04-10 17:08:17
379,3695,39072,0,tst,,,0,1,0,,,0,0,2026-04-11 10:51:37,2026-04-11 10:51:37
380,3695,39072,0,tewsty,,,0,1,0,,,0,0,2026-04-11 10:52:17,2026-04-11 10:52:17
381,3695,39072,0,Mew yash,,,0,1,1,2026-04-14 10:58:41,0,0,0,2026-04-11 10:58:41,2026-04-11 10:58:41
382,4448,13,0,"hi, how are you. testing review",,,0,1,0,,,0,0,2026-03-21 14:27:09,2026-04-20 10:47:36
383,3876,39072,4,Test,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,1,1,1,2026-04-14 18:36:30,0,0,0,2026-04-11 18:36:30,2026-04-11 18:36:30
384,4514,39256,0,,,,0,1,2,2026-04-16 15:18:27,0,0,0,2026-04-13 15:18:27,2026-04-13 15:18:27
385,4514,39256,0,heyyyy,,,0,1,1,,0,0,0,2026-04-13 12:42:32,2026-04-13 12:42:32
386,4514,39256,0,Heyy,,,0,1,1,2026-04-16 15:17:37,0,0,0,2026-04-13 15:17:37,2026-04-13 15:17:37
387,4514,39256,0,,,,0,1,1,2026-04-24 17:52:34,0,0,0,2026-04-21 17:52:34,2026-04-21 17:52:34
388,3600,13,0,Test,,,0,1,0,2025-05-23 17:49:44,,0,0,2025-05-20 17:49:44,2025-05-20 17:49:44
389,4472,39072,0,,,,1,1,1,2026-04-19 12:50:03,0,0,0,2026-04-16 12:50:03,2026-04-16 12:50:03
390,4501,39311,0,,,,1,1,1,2026-04-19 13:30:34,0,0,0,2026-04-16 13:30:34,2026-04-16 13:30:34
391,3705,39072,0,khbjhb hukb hu,,,0,1,1,2026-04-19 13:38:49,0,0,0,2026-04-16 13:38:49,2026-04-16 13:38:49
392,4441,38941,0,asd a wsf afsaaaaaaaaa,,,0,1,1,2026-04-19 16:03:29,0,0,0,2026-04-16 16:03:29,2026-04-16 16:03:29
401,910,38941,2,Review from company . your work is so good,[],,1,1,1,2026-04-19 17:17:27,1,0,0,2026-04-16 17:17:27,2026-04-16 17:17:27
402,910,38941,2,Review from company . your work is so good,[],,1,1,1,2026-04-19 17:17:32,1,0,0,2026-04-16 17:17:32,2026-04-16 17:17:32
403,4521,39311,0,"With over 7 years of experience in both automation and manual testing, I have effectively collaborated with developers to identify and resolve issues. My background includes designing test cases, executing comprehensive test plans, and ensuring high-quality software delivery through meticulous debugging and communication. This combination of skills has consistently contributed to improving product reliability and performance.",,,0,1,0,,,0,0,2026-04-17 17:33:18,2026-04-17 17:33:18
404,4521,39311,0,"With over 7 years of experience in both automation and manual testing, I have effectively collaborated with developers to identify and resolve issues. My background includes designing test cases, executing comprehensive test plans, and ensuring high-quality software delivery through meticulous debugging and communication. This combination of skills has consistently contributed to improving product reliability and performance.",,,0,1,1,2026-04-20 17:35:18,0,0,0,2026-04-17 17:35:18,2026-04-17 17:35:18
405,4521,39311,0,,,,0,1,0,,,0,0,2026-04-17 17:36:11,2026-04-17 17:41:37
406,4521,39311,0,,,,0,1,1,2026-04-20 17:37:16,0,0,0,2026-04-17 17:37:16,2026-04-17 17:37:16
407,4521,39311,0,"He demonstrates strong team management skills and effectively collaborates with developers to identify and resolve software defects. His proactive approach ensures timely detection and correction of issues, contributing to the overall quality of the application. Additionally, his clear communication fosters a productive working environment, making him a valuable asset to the team. Continued focus on expanding technical knowledge could further enhance his contributions. Overall, he reliably supports both team dynamics and software quality improvement.",,,1,1,1,2026-04-20 17:40:05,0,0,0,2026-04-17 17:40:05,2026-04-17 17:40:05
408,3880,38941,0,I am  working on PHP,,,0,1,1,2026-04-23 11:09:40,0,0,0,2026-04-20 11:09:40,2026-04-20 11:09:40
409,4521,39311,0,,,,1,1,1,2026-04-23 11:21:24,0,0,0,2026-04-20 11:21:24,2026-04-20 11:21:24
410,4534,38941,0,ewrw,,,0,1,0,,,0,0,2026-04-21 15:30:26,2026-04-21 15:30:26
411,4448,13,0,,,,0,1,0,,,0,0,2026-04-21 17:47:57,2026-04-21 17:47:57
412,3814,39256,0,test,,,1,1,1,2026-04-24 18:03:46,0,0,0,2026-04-21 18:03:46,2026-04-21 18:03:46
413,4514,39256,3,fgasdg,[],dfadf,1,1,1,2026-04-25 11:30:42,0,0,0,2026-04-22 11:30:42,2026-04-22 11:30:42
414,4508,39013,0,,,,1,1,1,2026-04-25 12:29:00,0,0,0,2026-04-22 12:29:00,2026-04-22 12:29:00
415,3867,39314,3,ga ag asdf gd adf adf adfa ds,[],,1,1,1,2026-04-25 12:56:01,0,0,0,2026-04-22 12:56:01,2026-04-22 12:56:01
416,4508,39013,0,,,,1,1,1,2026-04-25 13:13:09,0,0,0,2026-04-22 13:13:09,2026-04-22 13:13:09
417,3837,39256,0,,,,1,1,1,2026-04-25 19:06:26,0,0,0,2026-04-22 19:06:26,2026-04-22 19:06:26
418,3814,39256,0,,,,1,1,1,2026-04-25 19:07:07,0,0,0,2026-04-22 19:07:07,2026-04-22 19:07:07
419,3837,39256,0,,,,1,1,1,2026-04-25 19:12:22,0,0,0,2026-04-22 19:12:22,2026-04-22 19:12:22
420,3814,39256,0,,,,1,1,1,2026-04-25 19:13:57,0,0,0,2026-04-22 19:13:57,2026-04-22 19:13:57
421,4514,39256,0,,,,1,1,1,2026-04-26 12:06:36,0,0,0,2026-04-23 12:06:36,2026-04-23 12:06:36
422,3837,39256,0,,,,1,1,1,2026-04-26 12:07:38,0,0,0,2026-04-23 12:07:38,2026-04-23 12:07:38
423,4495,39256,0,test 24,,,0,1,1,2026-04-27 13:01:57,0,0,0,2026-04-24 13:01:57,2026-04-24 13:01:57
424,4530,39311,0,Good,,,0,1,0,,,0,0,2026-04-27 11:43:26,2026-04-27 11:43:26
425,4521,39311,0,nice,,,0,1,0,,,0,0,2026-04-27 11:47:52,2026-04-27 11:47:52
426,4521,39311,0,,,,0,1,0,,,0,0,2026-04-27 11:58:03,2026-04-27 11:58:03
427,3781,39072,0,good,,,0,1,0,,,0,0,2026-04-27 17:15:15,2026-04-27 17:15:15
428,3781,39072,0,nice,,,0,1,0,,,0,0,2026-04-27 17:17:25,2026-04-27 17:17:25
429,4530,39311,0,test,,,0,1,0,,,0,0,2026-04-27 17:23:51,2026-04-27 17:23:51
430,4530,39311,0,qweqweq,,,0,1,0,,,0,0,2026-04-27 17:25:12,2026-04-27 17:25:12
431,4530,39311,0,See,,,1,1,1,2026-04-30 17:25:59,0,0,0,2026-04-27 17:25:59,2026-04-27 17:25:59
432,4530,39311,0,,,,0,1,0,,,0,0,2026-04-27 17:27:37,2026-04-27 17:27:37
433,4530,39311,0,Nice,,,1,1,1,2026-04-30 17:29:03,0,0,0,2026-04-27 17:29:03,2026-04-27 17:29:03
434,4530,39311,0,,,,0,1,0,,,0,0,2026-04-27 17:30:56,2026-04-27 17:30:56
435,4521,39311,0,can we add without rating,,,1,1,1,2026-04-30 17:31:12,0,0,0,2026-04-27 17:31:12,2026-04-27 17:31:12
436,3792,39072,0,rewrwe,,,0,1,0,,,0,0,2026-04-27 17:33:39,2026-04-27 17:33:39
437,4540,39311,0,,,,0,1,0,,,0,0,2026-04-27 17:33:42,2026-04-27 18:05:55
438,3792,39072,0,test,,,0,1,0,,,0,0,2026-04-27 17:34:07,2026-04-27 17:34:07
439,4540,39311,0,Nice,,,0,1,0,,,0,0,2026-04-27 17:42:30,2026-04-27 17:47:54
440,4530,39311,0,,,,0,1,0,,,0,0,2026-04-27 18:12:38,2026-04-27 18:12:38
441,4521,39311,0,Nice Employee,,,1,1,1,2026-04-30 18:14:15,0,0,0,2026-04-27 18:14:15,2026-04-27 18:14:15
442,4448,13,0,test,,,0,1,0,,,0,0,2026-04-28 11:54:04,2026-04-28 11:54:04
443,4530,39311,0,,,,0,1,0,,,0,0,2026-04-28 18:41:38,2026-04-28 18:41:38
444,4521,39311,0,,,,0,1,0,,,0,0,2026-04-28 18:45:13,2026-04-28 18:45:13
445,4514,39256,0,,,,0,1,1,2026-05-30 14:45:53,0,0,0,2026-05-27 14:45:53,2026-05-27 14:46:57
446,4514,39256,0,,,,0,1,1,2026-05-21 13:28:57,0,0,0,2026-05-18 13:28:57,2026-05-18 13:28:57
447,4514,39256,0,gfdgfd,,,0,1,1,2026-05-21 13:28:27,0,0,0,2026-05-18 13:28:27,2026-05-18 13:28:27
448,4514,39256,0,ssf,,,0,1,1,2026-05-09 16:05:29,0,0,0,2026-05-06 16:05:29,2026-05-06 16:05:29
449,3655,39013,0,It appears that the provided text is unintelligible and does not contain coherent information to review. Please provide a clear and detailed description or content so I can generate a professional and balanced review for you.,,,1,1,1,2026-05-05 10:41:20,0,0,0,2026-05-02 10:41:20,2026-05-02 10:41:20
450,3880,38941,0,test,,,0,1,0,,,0,0,2026-05-02 10:59:05,2026-05-02 10:59:05
451,3815,38941,0,,,,0,1,0,,,0,0,2026-05-04 12:35:29,2026-05-04 12:35:29
452,3815,38941,0,,,,0,1,0,,,0,0,2026-05-04 12:38:57,2026-05-04 12:38:57
453,3820,38941,0,,,,0,1,0,,,0,0,2026-05-04 13:40:36,2026-05-04 13:40:36
454,4448,13,0,test,,,0,1,0,,,0,0,2026-05-05 11:01:17,2026-05-05 11:01:17
455,4448,13,0,test,,,0,1,0,,,0,0,2026-05-05 11:03:52,2026-05-05 11:03:52
456,3570,13,0,serdfgh,,,0,1,0,,,0,0,2026-05-05 11:21:35,2026-05-05 11:21:35
457,4508,39013,0,dsas,,,1,1,1,2026-05-08 11:31:02,0,0,0,2026-05-05 11:31:02,2026-05-05 11:31:02
458,3655,39013,0,sadd dgs gwe,,,1,1,1,2026-05-08 11:32:25,0,0,0,2026-05-05 11:32:25,2026-05-05 11:32:25
459,3655,39013,0,fhf,,,0,1,1,2026-06-06 11:10:45,0,0,0,2026-06-03 11:10:45,2026-06-03 11:10:45
460,3826,39256,0,dummy review for check redirection,,,0,1,1,2026-05-21 23:50:30,0,0,0,2026-05-18 23:50:30,2026-05-18 23:50:30
461,4504,38941,0,gs sdg s,,,0,1,0,,,0,0,2026-05-07 14:57:24,2026-05-07 14:57:24
462,3837,39256,0,dfadfasdfasdfaf,,,0,1,0,,,0,0,2026-05-07 15:52:19,2026-05-07 15:52:19
463,3852,39340,0,dfsfgsfd feedback implementation,,,0,1,0,,,0,0,2026-05-07 15:53:43,2026-06-09 12:48:51
464,3826,39256,0,dzxbgzxbczxfb,,,0,1,0,,,0,0,2026-05-07 15:54:12,2026-05-07 15:54:12
465,3655,39013,0,test,,,0,1,1,2026-06-04 11:46:11,0,0,0,2026-06-01 11:46:11,2026-06-01 11:46:11
466,4585,39311,0,,,,0,1,1,2026-05-16 17:04:17,0,0,0,2026-05-13 17:04:17,2026-05-13 17:04:17
467,3837,39314,5, fg asfg sdgf sgf sdg sd,[],,1,1,1,2026-05-17 12:09:16,0,0,0,2026-05-14 12:09:16,2026-05-14 12:09:16
468,3826,39314,5, ADF ADSF ADS ADSF AFD ,[],,1,1,1,2026-05-17 12:09:57,0,0,0,2026-05-14 12:09:57,2026-05-14 12:09:57
469,3705,39314,5,fgsfgzdfgshfgjdfgxxnxcn dfhs dhsgf dgfxhs sdfhgdfgh,[],,1,1,1,2026-05-17 12:27:07,0,0,0,2026-05-14 12:27:07,2026-05-14 12:27:07
470,4580,39256,4,fujfherj,[],,1,1,1,2026-05-18 12:57:23,0,0,0,2026-05-15 12:57:23,2026-05-15 12:57:23
471,4578,39001,4,rgregt45g4tg,[],,1,1,1,2026-05-18 12:57:39,0,0,0,2026-05-15 12:57:39,2026-05-15 12:57:39
472,4593,39256,4,gooid,"[\""uploads\/document\/da1c50bd17c8401329064e993c2be2555dd545fa06db9fef3c2f700a9e82c1ee.jpg\""]",http://localhost:3001/dashboard/company/employees,1,1,1,2026-05-21 12:01:55,0,0,1,2026-05-18 12:01:55,2026-05-18 12:01:55
473,4593,639,2,not gooid,[],,1,1,1,2026-05-21 12:04:34,0,0,1,2026-05-18 12:04:34,2026-05-18 12:04:34
474,4579,39256,4,cutie,[],,1,1,1,2026-05-21 12:06:00,0,0,1,2026-05-18 12:06:00,2026-05-18 12:06:00
475,4594,39256,0,,,,0,1,1,2026-05-21 12:19:58,0,0,0,2026-05-18 12:19:58,2026-05-18 12:19:58
476,4594,39256,4,heyyy,[],,1,1,1,2026-05-21 12:24:16,0,0,0,2026-05-18 12:24:16,2026-05-18 12:24:16
477,4573,39256,0,"haha What is Lorem Ipsum?\nLorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since 1966, when designers at Letraset and James Mosley, the librarian at St Bride Printing",,,1,1,1,2026-05-21 13:35:45,0,0,1,2026-05-18 13:35:45,2026-05-18 13:35:45
478,4573,39256,0,"What is Lorem Ipsum? Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since 1966, when designers at Letraset and James Mosley, the librarian at St Bride Printing",,,1,1,1,2026-05-21 13:36:10,0,0,1,2026-05-18 13:36:10,2026-05-18 13:36:10
479,3717,39013,0,test,,,0,1,0,,,0,0,2026-05-19 16:25:37,2026-05-19 16:25:37
480,3570,13,0,,,,0,1,0,,,0,0,2026-05-21 17:51:52,2026-05-21 17:51:52
481,3757,1485,4,rgrtgtt,,,0,1,0,,,0,0,2026-05-21 18:00:34,2026-05-21 18:00:34
482,0,0,0,,,,0,1,0,,,0,0,2026-05-21 18:04:08,2026-05-21 18:04:08
483,3570,13,0,,,,0,1,0,,,0,0,2026-05-21 18:07:00,2026-05-21 18:07:00
484,3570,13,0,,,,0,1,0,,,0,0,2026-05-21 18:08:09,2026-05-21 18:08:09
485,3570,13,0,,,,0,1,0,,,0,0,2026-05-21 18:16:04,2026-05-21 18:16:04
486,3570,13,0,,,,0,1,0,,,0,0,2026-05-21 18:19:25,2026-05-21 18:19:25
487,4578,39256,0,,,,0,1,2,,,0,0,2026-05-22 12:49:17,2026-05-22 12:49:17
488,4578,39256,0,,,,0,1,1,2026-07-11 14:48:11,0,0,0,2026-07-08 14:48:11,2026-07-08 14:48:11
489,4579,39256,0,,,,0,1,1,2026-07-11 13:23:17,0,0,0,2026-07-08 13:23:17,2026-07-08 13:23:17
490,4593,39256,0,,,,0,1,1,2026-07-11 13:23:05,0,0,0,2026-07-08 13:23:05,2026-07-08 13:23:05
491,4607,39256,0,test,,,0,1,1,2026-05-25 16:33:09,0,0,0,2026-05-22 16:33:09,2026-05-22 16:33:09
492,4607,39256,0,fsfssf,,,1,1,1,2026-05-28 15:10:06,0,0,0,2026-05-25 15:10:06,2026-05-25 15:10:06
493,4606,39256,0,fsfssf,,,1,1,1,2026-05-28 15:10:20,0,0,0,2026-05-25 15:10:20,2026-05-25 15:10:20
494,4607,39256,0,,,,1,1,1,2026-05-28 15:11:10,0,0,0,2026-05-25 15:11:10,2026-05-25 15:11:10
495,4606,39256,0,,,,1,1,1,2026-05-28 15:12:10,0,0,0,2026-05-25 15:12:10,2026-05-25 15:12:10
496,4606,639,3,"A highly motivated professional with expertise in HTML5, CSS3, JavaScript, React.js, and Flutter development. Experienced in methodologies like Waterfall and skilled with tools such as Rational DOORS and exercise generation. Known for strong communication and problem-solving abilities, combined with a positive attitude and adaptability. Committed to delivering consistent, quality results while maintaining professionalism in all endeavors.",[],,1,1,1,2026-05-28 15:34:16,0,0,0,2026-05-25 15:34:16,2026-05-25 15:34:16
497,4606,639,5,"A highly motivated and skilled candidate with strong communication, problem-solving abilities, and a positive attitude. Demonstrates professionalism, adaptability, and the capability to deliver quality work consistently.",[],,1,1,1,2026-05-28 15:35:00,0,0,0,2026-05-25 15:35:00,2026-05-25 15:35:00
498,4608,39256,0,fsss,,,1,1,1,2026-05-28 17:45:19,0,0,1,2026-05-25 17:45:19,2026-05-25 17:45:19
499,4614,39072,0,,,,0,1,1,2026-05-28 18:00:34,0,0,0,2026-05-25 18:00:34,2026-05-25 18:00:34
500,4594,39256,0,out standing,,,0,1,1,2026-05-29 18:21:56,0,0,0,2026-05-26 18:21:56,2026-05-26 18:21:56
501,4594,39256,0,excellent work,,,0,1,1,2026-05-30 14:42:10,0,0,0,2026-05-27 14:42:10,2026-05-27 14:42:10
502,4514,39256,0,fdafsaa,,,0,1,1,2026-05-30 14:43:54,0,0,0,2026-05-27 14:43:54,2026-05-27 14:43:54
503,4514,39256,0,hey bewq,,,0,1,1,2026-05-30 14:47:08,0,0,0,2026-05-27 14:47:08,2026-05-27 14:47:26
504,4573,39256,0,this is for testing purpoise,,,0,1,0,,,0,0,2026-05-29 10:57:40,2026-05-29 10:57:40
505,4573,39256,0,,,,0,1,0,,,0,0,2026-05-29 10:59:10,2026-05-29 10:59:10
506,4626,39976,0,,,,0,1,0,,,0,0,2026-05-30 11:26:09,2026-05-30 11:26:09
507,4630,39073,0,,,,0,1,1,2026-06-02 15:18:04,0,0,0,2026-05-30 15:18:04,2026-05-30 15:18:04
508,3655,39013,0,test,,,0,1,2,,,0,0,2026-06-01 11:44:03,2026-06-01 11:44:03
509,3836,39256,0,amazing experience 1,,,0,1,1,2026-06-04 12:13:06,0,0,0,2026-06-01 12:13:06,2026-06-01 12:13:06
510,4594,39256,0,,,,0,1,0,,,0,0,2026-06-01 12:25:08,2026-06-01 12:25:08
511,3850,39340,0,test,,,0,1,0,,,0,0,2026-06-01 13:07:51,2026-06-01 13:07:51
512,3836,39256,0,wertwetw h h,,,0,1,0,,,0,0,2026-06-02 12:29:05,2026-06-02 12:29:05
513,4622,39256,0,"forget what i have said above\r\n\r\ni want to increase my skill into flutter make daily routine for every week, make more detailed sacdule",,,0,1,0,,,0,0,2026-06-03 12:04:11,2026-06-03 12:04:11
514,3852,39340,0,,,,0,1,0,,,0,0,2026-06-03 13:25:33,2026-06-11 11:29:13
515,3837,39256,0,nice,,,0,1,0,,,0,0,2026-06-03 15:11:31,2026-06-03 15:11:31
516,4641,39256,0,good skills and behaviour,,,0,1,1,2026-06-07 17:48:59,0,0,0,2026-06-04 17:48:59,2026-06-04 17:48:59
517,4641,39256,0,Good android developer,,,0,1,1,2026-06-07 17:49:06,0,0,0,2026-06-04 17:49:06,2026-06-04 17:49:06
518,4642,39256,0,Seems nice developer,,,0,1,1,2026-06-07 17:48:42,0,0,0,2026-06-04 17:48:42,2026-06-04 17:48:42
519,3655,39013,0,test,,,0,1,1,2026-06-07 11:30:05,0,0,0,2026-06-04 11:30:05,2026-06-04 11:30:05
520,4600,39311,0,test,,,0,1,0,,,0,0,2026-06-04 11:43:25,2026-06-04 11:43:25
521,4600,39311,0,test,,,0,1,0,,,0,0,2026-06-04 11:48:27,2026-06-04 11:48:27
522,3655,39013,0,test,,,0,1,0,,,0,0,2026-06-04 18:39:54,2026-06-04 18:39:54
523,4590,39072,0,good good,,,0,1,0,2026-06-13 16:59:39,0,0,0,2026-06-10 17:07:04,2026-06-10 18:12:53
524,3717,39013,0,,,,0,1,0,,,0,0,2026-06-05 13:18:09,2026-06-05 13:18:09
525,3717,39013,0,,,,0,1,0,,,0,0,2026-06-05 13:21:17,2026-06-05 13:21:17
526,3717,39013,0,,,,0,1,0,,,0,0,2026-06-05 13:23:35,2026-06-05 13:23:35
527,3717,39013,0,client advisory,,,0,1,0,,,0,0,2026-06-05 13:29:28,2026-06-09 11:27:09
528,3717,39013,0,,,,0,1,0,,,0,0,2026-06-05 13:38:22,2026-06-05 13:38:22
529,4648,27244,5,test,[],,1,1,1,2026-06-08 16:57:51,0,0,0,2026-06-05 16:57:51,2026-06-05 16:57:51
530,514,1653,0,dfg sdfgsd fsdfg sdfg sdfg,,,0,1,0,,,0,0,2026-06-05 17:00:00,2026-06-05 17:00:00
